"IndexName","Date","Total Returns Index","Net Total Return Index"
"NIFTY 500","15 Nov 2023","27402.22","26018.84"
"NIFTY 500","13 Nov 2023","27105.14","25736.89"
"NIFTY 500","12 Nov 2023","27170.84","25799.47"
"NIFTY 500","10 Nov 2023","27007.31","25644.19"
"NIFTY 500","09 Nov 2023","26947.40","25588.56"
"NIFTY 500","08 Nov 2023","27010.76","25648.85"
"NIFTY 500","07 Nov 2023","26897.88","25541.74"
"NIFTY 500","06 Nov 2023","26852.91","25499.16"
"NIFTY 500","03 Nov 2023","26603.20","25262.43"
"NIFTY 500","02 Nov 2023","26428.25","25096.88"
"NIFTY 500","01 Nov 2023","26176.34","24858.8"
"NIFTY 500","31 Oct 2023","26281.76","24959.18"
"NIFTY 500","30 Oct 2023","26320.74","24996.21"
"NIFTY 500","27 Oct 2023","26225.88","24906.13"
"NIFTY 500","26 Oct 2023","25896.34","24593.4"
"NIFTY 500","25 Oct 2023","26217.58","24898.48"
"NIFTY 500","23 Oct 2023","26404.83","25079.23"
"NIFTY 500","20 Oct 2023","26905.17","25554.45"
"NIFTY 500","19 Oct 2023","27061.52","25703.56"
"NIFTY 500","18 Oct 2023","27112.09","25752.01"
"NIFTY 500","17 Oct 2023","27305.47","25935.69"
"NIFTY 500","16 Oct 2023","27188.68","25824.79"
"NIFTY 500","13 Oct 2023","27184.52","25820.84"
"NIFTY 500","12 Oct 2023","27230.45","25864.46"
"NIFTY 500","11 Oct 2023","27211.10","25846.08"
"NIFTY 500","10 Oct 2023","27048.54","25691.68"
"NIFTY 500","09 Oct 2023","26773.95","25430.86"
"NIFTY 500","06 Oct 2023","27033.29","25677.18"
"NIFTY 500","05 Oct 2023","26880.39","25531.96"
"NIFTY 500","04 Oct 2023","26766.76","25424.03"
"NIFTY 500","03 Oct 2023","26972.02","25619"
"NIFTY 500","29 Sep 2023","27031.74","25675.71"
"NIFTY 500","28 Sep 2023","26840.81","25494.36"
"NIFTY 500","27 Sep 2023","27107.39","25747.79"
"NIFTY 500","26 Sep 2023","27006.00","25651.49"
"NIFTY 500","25 Sep 2023","26999.45","25645.26"
"NIFTY 500","22 Sep 2023","26981.05","25627.79"
"NIFTY 500","21 Sep 2023","27047.52","25692.05"
"NIFTY 500","20 Sep 2023","27275.34","25910.8"
"NIFTY 500","18 Sep 2023","27531.77","26154.46"
"NIFTY 500","15 Sep 2023","27612.99","26231.86"
"NIFTY 500","14 Sep 2023","27515.02","26138.99"
"NIFTY 500","13 Sep 2023","27394.90","26024.91"
"NIFTY 500","12 Sep 2023","27291.38","25926.57"
"NIFTY 500","11 Sep 2023","27592.63","26220.3"
"NIFTY 500","08 Sep 2023","27333.04","25973.67"
"NIFTY 500","07 Sep 2023","27173.35","25822.15"
"NIFTY 500","06 Sep 2023","27015.63","25672.37"
"NIFTY 500","05 Sep 2023","26964.77","25624.05"
"NIFTY 500","04 Sep 2023","26853.57","25518.38"
"NIFTY 500","01 Sep 2023","26687.23","25360.32"
"NIFTY 500","31 Aug 2023","26451.77","25136.7"
"NIFTY 500","30 Aug 2023","26521.52","25203.14"
"NIFTY 500","29 Aug 2023","26456.41","25141.28"
"NIFTY 500","28 Aug 2023","26374.96","25063.91"
"NIFTY 500","25 Aug 2023","26289.91","24983.08"
"NIFTY 500","24 Aug 2023","26459.92","25144.91"
"NIFTY 500","23 Aug 2023","26491.09","25174.63"
"NIFTY 500","22 Aug 2023","26420.68","25107.74"
"NIFTY 500","21 Aug 2023","26337.03","25028.39"
"NIFTY 500","18 Aug 2023","26183.37","24883.77"
"NIFTY 500","17 Aug 2023","26249.46","24947.5"
"NIFTY 500","16 Aug 2023","26328.16","25022.45"
"NIFTY 500","14 Aug 2023","26285.20","24981.62"
"NIFTY 500","11 Aug 2023","26335.87","25030.54"
"NIFTY 500","10 Aug 2023","26451.46","25142.45"
"NIFTY 500","09 Aug 2023","26551.16","25237.27"
"NIFTY 500","08 Aug 2023","26454.63","25148.09"
"NIFTY 500","07 Aug 2023","26465.57","25159.3"
"NIFTY 500","04 Aug 2023","26362.94","25061.82"
"NIFTY 500","03 Aug 2023","26176.98","24885.41"
"NIFTY 500","02 Aug 2023","26308.16","25011.04"
"NIFTY 500","01 Aug 2023","26600.66","25290.8"
"NIFTY 500","31 Jul 2023","26612.52","25302.17"
"NIFTY 500","28 Jul 2023","26439.89","25138.04"
"NIFTY 500","27 Jul 2023","26390.08","25092.33"
"NIFTY 500","26 Jul 2023","26474.86","25173.45"
"NIFTY 500","25 Jul 2023","26352.58","25057.33"
"NIFTY 500","24 Jul 2023","26302.90","25010.14"
"NIFTY 500","21 Jul 2023","26363.76","25068.04"
"NIFTY 500","20 Jul 2023","26576.66","25272.18"
"NIFTY 500","19 Jul 2023","26433.69","25137.18"
"NIFTY 500","18 Jul 2023","26306.44","25016.21"
"NIFTY 500","17 Jul 2023","26306.40","25016.25"
"NIFTY 500","14 Jul 2023","26140.06","24858.09"
"NIFTY 500","13 Jul 2023","25915.16","24645.49"
"NIFTY 500","12 Jul 2023","25941.03","24670.3"
"NIFTY 500","11 Jul 2023","25951.75","24680.51"
"NIFTY 500","10 Jul 2023","25802.98","24539.45"
"NIFTY 500","07 Jul 2023","25819.68","24555.5"
"NIFTY 500","06 Jul 2023","26019.50","24746.42"
"NIFTY 500","05 Jul 2023","25866.77","24601.22"
"NIFTY 500","04 Jul 2023","25802.39","24540.22"
"NIFTY 500","03 Jul 2023","25758.55","24499.26"
"NIFTY 500","30 Jun 2023","25605.81","24354.01"
"NIFTY 500","28 Jun 2023","25365.60","24127.29"
"NIFTY 500","27 Jun 2023","25188.25","23958.64"
"NIFTY 500","26 Jun 2023","25036.52","23814.32"
"NIFTY 500","23 Jun 2023","24951.37","23733.43"
"NIFTY 500","22 Jun 2023","25151.71","23924.14"
"NIFTY 500","21 Jun 2023","25307.38","24073.64"
"NIFTY 500","20 Jun 2023","25242.91","24013.99"
"NIFTY 500","19 Jun 2023","25152.76","23929.86"
"NIFTY 500","16 Jun 2023","25210.05","23985.26"
"NIFTY 500","15 Jun 2023","25016.49","23801.92"
"NIFTY 500","14 Jun 2023","25051.74","23836.58"
"NIFTY 500","13 Jun 2023","24995.38","23783.44"
"NIFTY 500","12 Jun 2023","24809.86","23606.92"
"NIFTY 500","09 Jun 2023","24728.83","23530.06"
"NIFTY 500","08 Jun 2023","24794.46","23593.21"
"NIFTY 500","07 Jun 2023","24927.81","23720.1"
"NIFTY 500","06 Jun 2023","24727.42","23529.55"
"NIFTY 500","05 Jun 2023","24698.02","23501.58"
"NIFTY 500","02 Jun 2023","24622.76","23429.96"
"NIFTY 500","01 Jun 2023","24528.90","23344"
"NIFTY 500","31 May 2023","24538.09","23352.8"
"NIFTY 500","30 May 2023","24580.88","23397.73"
"NIFTY 500","29 May 2023","24538.66","23362.28"
"NIFTY 500","26 May 2023","24420.97","23250.24"
"NIFTY 500","25 May 2023","24200.87","23040.69"
"NIFTY 500","24 May 2023","24139.55","22982.36"
"NIFTY 500","23 May 2023","24184.07","23024.8"
"NIFTY 500","22 May 2023","24120.68","22964.49"
"NIFTY 500","19 May 2023","23970.65","22821.64"
"NIFTY 500","18 May 2023","23897.44","22752.32"
"NIFTY 500","17 May 2023","23998.15","22848.21"
"NIFTY 500","16 May 2023","24100.95","22946.08"
"NIFTY 500","15 May 2023","24157.41","23007.28"
"NIFTY 500","12 May 2023","24044.99","22900.21"
"NIFTY 500","11 May 2023","24055.22","22910"
"NIFTY 500","10 May 2023","24027.20","22883.32"
"NIFTY 500","09 May 2023","23956.36","22815.91"
"NIFTY 500","08 May 2023","23966.42","22825.73"
"NIFTY 500","05 May 2023","23735.76","22606.04"
"NIFTY 500","04 May 2023","23932.90","22793.8"
"NIFTY 500","03 May 2023","23732.29","22602.83"
"NIFTY 500","02 May 2023","23770.12","22638.85"
"NIFTY 500","28 Apr 2023","23643.94","22518.68"
"NIFTY 500","27 Apr 2023","23415.66","22302.29"
"NIFTY 500","26 Apr 2023","23290.30","22182.9"
"NIFTY 500","25 Apr 2023","23230.20","22125.66"
"NIFTY 500","24 Apr 2023","23190.50","22087.85"
"NIFTY 500","21 Apr 2023","23061.48","21964.97"
"NIFTY 500","20 Apr 2023","23083.44","21986.06"
"NIFTY 500","19 Apr 2023","23075.89","21978.87"
"NIFTY 500","18 Apr 2023","23138.20","22038.23"
"NIFTY 500","17 Apr 2023","23149.56","22049.15"
"NIFTY 500","13 Apr 2023","23227.12","22123.03"
"NIFTY 500","12 Apr 2023","23205.72","22103.03"
"NIFTY 500","11 Apr 2023","23090.27","21993.08"
"NIFTY 500","10 Apr 2023","22970.96","21879.48"
"NIFTY 500","06 Apr 2023","22922.21","21833.05"
"NIFTY 500","05 Apr 2023","22844.93","21760.5"
"NIFTY 500","03 Apr 2023","22678.03","21601.53"
"NIFTY 500","31 Mar 2023","22609.54","21536.29"
"NIFTY 500","29 Mar 2023","22279.71","21222.32"
"NIFTY 500","28 Mar 2023","22071.73","21024.54"
"NIFTY 500","27 Mar 2023","22150.83","21099.88"
"NIFTY 500","24 Mar 2023","22176.11","21123.97"
"NIFTY 500","23 Mar 2023","22368.83","21307.72"
"NIFTY 500","22 Mar 2023","22456.46","21391.18"
"NIFTY 500","21 Mar 2023","22380.86","21319.17"
"NIFTY 500","20 Mar 2023","22234.47","21180.33"
"NIFTY 500","17 Mar 2023","22395.26","21333.58"
"NIFTY 500","16 Mar 2023","22254.68","21199.66"
"NIFTY 500","15 Mar 2023","22238.83","21184.62"
"NIFTY 500","14 Mar 2023","22298.04","21241.07"
"NIFTY 500","13 Mar 2023","22446.97","21384.34"
