"IndexName","Date","Total Returns Index","Net Total Return Index"
"NIFTY 500","02 Dec 2025","38022.20","35085.74"
"NIFTY 500","01 Dec 2025","38182.16","35233.34"
"NIFTY 500","28 Nov 2025","38199.35","35249.21"
"NIFTY 500","27 Nov 2025","38222.54","35270.61"
"NIFTY 500","26 Nov 2025","38234.47","35281.61"
"NIFTY 500","25 Nov 2025","37754.36","34850.09"
"NIFTY 500","24 Nov 2025","37785.50","34878.83"
"NIFTY 500","21 Nov 2025","37970.16","35049.29"
"NIFTY 500","20 Nov 2025","38264.88","35321.53"
"NIFTY 500","19 Nov 2025","38154.25","35219.47"
"NIFTY 500","18 Nov 2025","38023.56","35098.92"
"NIFTY 500","17 Nov 2025","38229.80","35289.52"
"NIFTY 500","14 Nov 2025","38041.15","35116.23"
"NIFTY 500","13 Nov 2025","38007.30","35086.49"
"NIFTY 500","12 Nov 2025","38040.22","35116.96"
"NIFTY 500","11 Nov 2025","37794.11","34889.76"
"NIFTY 500","10 Nov 2025","37656.69","34763.02"
"NIFTY 500","07 Nov 2025","37532.20","34649.02"
"NIFTY 500","06 Nov 2025","37510.82","34631.67"
"NIFTY 500","04 Nov 2025","37768.49","34869.83"
"NIFTY 500","03 Nov 2025","37983.99","35069.82"
"NIFTY 500","31 Oct 2025","37822.45","34921.01"
"NIFTY 500","30 Oct 2025","38030.97","35113.62"
"NIFTY 500","29 Oct 2025","38208.18","35277.23"
"NIFTY 500","28 Oct 2025","37985.14","35071.3"
"NIFTY 500","27 Oct 2025","38030.32","35113.01"
"NIFTY 500","24 Oct 2025","37766.89","34873.77"
"NIFTY 500","23 Oct 2025","37876.13","34974.91"
"NIFTY 500","21 Oct 2025","37881.08","34979.55"
"NIFTY 500","20 Oct 2025","37812.39","34916.12"
"NIFTY 500","17 Oct 2025","37622.31","34741"
"NIFTY 500","16 Oct 2025","37565.29","34688.89"
"NIFTY 500","15 Oct 2025","37268.03","34414.39"
"NIFTY 500","14 Oct 2025","36957.77","34128.36"
"NIFTY 500","13 Oct 2025","37134.35","34291.42"
"NIFTY 500","10 Oct 2025","37202.44","34354.3"
"NIFTY 500","09 Oct 2025","37049.58","34213.18"
"NIFTY 500","08 Oct 2025","36838.50","34018.26"
"NIFTY 500","07 Oct 2025","36998.14","34165.67"
"NIFTY 500","06 Oct 2025","36934.66","34107.06"
"NIFTY 500","03 Oct 2025","36708.39","33898.11"
"NIFTY 500","01 Oct 2025","36549.80","33751.68"
"NIFTY 500","30 Sep 2025","36240.26","33465.84"
"NIFTY 500","29 Sep 2025","36248.22","33473.18"
"NIFTY 500","26 Sep 2025","36206.84","33434.97"
"NIFTY 500","25 Sep 2025","36699.82","33890.22"
"NIFTY 500","24 Sep 2025","36948.25","34119.62"
"NIFTY 500","23 Sep 2025","37182.63","34336.06"
"NIFTY 500","22 Sep 2025","37272.18","34428.53"
"NIFTY 500","19 Sep 2025","37439.30","34583.03"
"NIFTY 500","18 Sep 2025","37490.10","34630.09"
"NIFTY 500","17 Sep 2025","37372.44","34521.48"
"NIFTY 500","16 Sep 2025","37251.37","34409.66"
"NIFTY 500","15 Sep 2025","37006.74","34187.87"
"NIFTY 500","12 Sep 2025","36965.52","34149.87"
"NIFTY 500","11 Sep 2025","36825.45","34020.57"
"NIFTY 500","10 Sep 2025","36780.00","33984.23"
"NIFTY 500","09 Sep 2025","36580.32","33799.79"
"NIFTY 500","08 Sep 2025","36467.99","33696"
"NIFTY 500","05 Sep 2025","36388.38","33622.6"
"NIFTY 500","04 Sep 2025","36373.30","33608.67"
"NIFTY 500","03 Sep 2025","36439.98","33671.56"
"NIFTY 500","02 Sep 2025","36216.30","33464.92"
"NIFTY 500","01 Sep 2025","36198.88","33448.92"
"NIFTY 500","29 Aug 2025","35799.38","33079.79"
"NIFTY 500","28 Aug 2025","35924.50","33195.56"
"NIFTY 500","26 Aug 2025","36286.08","33529.77"
"NIFTY 500","25 Aug 2025","36737.52","34271.16"
"NIFTY 500","22 Aug 2025","36639.05","34179.7"
"NIFTY 500","21 Aug 2025","36869.09","34394.82"
"NIFTY 500","20 Aug 2025","36875.67","34401.63"
"NIFTY 500","19 Aug 2025","36753.67","34287.81"
"NIFTY 500","18 Aug 2025","36537.05","34086.07"
"NIFTY 500","14 Aug 2025","36135.65","33711.83"
"NIFTY 500","13 Aug 2025","36153.37","33731.2"
"NIFTY 500","12 Aug 2025","35945.46","33537.57"
"NIFTY 500","11 Aug 2025","36032.97","33622.75"
"NIFTY 500","08 Aug 2025","35729.39","33339.62"
"NIFTY 500","07 Aug 2025","36126.45","33728.15"
"NIFTY 500","06 Aug 2025","36081.74","33686.7"
"NIFTY 500","05 Aug 2025","36288.64","33880.46"
"NIFTY 500","04 Aug 2025","36386.17","33971.75"
"NIFTY 500","01 Aug 2025","36086.49","33692.5"
"NIFTY 500","31 Jul 2025","36461.71","34044.79"
"NIFTY 500","30 Jul 2025","36647.67","34219.05"
"NIFTY 500","29 Jul 2025","36605.74","34179.94"
"NIFTY 500","28 Jul 2025","36349.32","33940.79"
"NIFTY 500","25 Jul 2025","36612.62","34187.48"
"NIFTY 500","24 Jul 2025","37054.58","34603.57"
"NIFTY 500","23 Jul 2025","37254.92","34791.22"
"NIFTY 500","22 Jul 2025","37083.15","34631.07"
"NIFTY 500","21 Jul 2025","37174.68","34716.54"
"NIFTY 500","18 Jul 2025","37010.28","34563.05"
"NIFTY 500","17 Jul 2025","37225.68","34775.41"
"NIFTY 500","16 Jul 2025","37309.40","34853.7"
"NIFTY 500","15 Jul 2025","37270.09","34825.07"
"NIFTY 500","14 Jul 2025","37047.20","34617.09"
"NIFTY 500","11 Jul 2025","37005.03","34577.75"
"NIFTY 500","10 Jul 2025","37302.43","34856.21"
"NIFTY 500","09 Jul 2025","37438.19","34983.28"
"NIFTY 500","08 Jul 2025","37461.97","35005.95"
"NIFTY 500","07 Jul 2025","37426.49","34973.13"
"NIFTY 500","04 Jul 2025","37443.20","34989"
"NIFTY 500","03 Jul 2025","37371.00","34926"
"NIFTY 500","02 Jul 2025","37411.42","34963.77"
"NIFTY 500","01 Jul 2025","37519.71","35064.98"
"NIFTY 500","30 Jun 2025","37522.38","35067.49"
"NIFTY 500","27 Jun 2025","37526.73","35071.65"
"NIFTY 500","26 Jun 2025","37329.53","34894.98"
"NIFTY 500","25 Jun 2025","36979.23","34567.52"
"NIFTY 500","24 Jun 2025","36687.65","34294.98"
"NIFTY 500","23 Jun 2025","36507.74","34127.39"
"NIFTY 500","20 Jun 2025","36565.82","34182.75"
"NIFTY 500","19 Jun 2025","36123.39","33771.18"
"NIFTY 500","18 Jun 2025","36379.40","34010.66"
"NIFTY 500","17 Jun 2025","36468.69","34094.14"
"NIFTY 500","16 Jun 2025","36648.19","34262.11"
"NIFTY 500","13 Jun 2025","36348.18","34065.16"
"NIFTY 500","12 Jun 2025","36568.42","34272.71"
"NIFTY 500","11 Jun 2025","37030.15","34705.59"
"NIFTY 500","10 Jun 2025","37032.96","34708.35"
"NIFTY 500","09 Jun 2025","37016.25","34693.34"
"NIFTY 500","06 Jun 2025","36753.75","34447.31"
"NIFTY 500","05 Jun 2025","36386.82","34106.02"
"NIFTY 500","04 Jun 2025","36185.79","33917.61"
"NIFTY 500","03 Jun 2025","36024.39","33768.17"
"NIFTY 500","02 Jun 2025","36211.90","33945.69"
"NIFTY 500","30 May 2025","36160.26","33897.29"
"NIFTY 500","29 May 2025","36236.36","33972.69"
"NIFTY 500","28 May 2025","36105.43","33850.17"
"NIFTY 500","27 May 2025","36149.56","33894.83"
"NIFTY 500","26 May 2025","36294.53","34030.88"
"NIFTY 500","23 May 2025","36092.88","33841.81"
"NIFTY 500","22 May 2025","35797.03","33592.91"
"NIFTY 500","21 May 2025","36010.70","33793.69"
"NIFTY 500","20 May 2025","35780.62","33577.83"
"NIFTY 500","19 May 2025","36224.52","33994.4"
"NIFTY 500","16 May 2025","36232.61","34002"
"NIFTY 500","15 May 2025","36090.63","33871.44"
"NIFTY 500","14 May 2025","35632.27","33441.31"
"NIFTY 500","13 May 2025","35393.94","33217.77"
"NIFTY 500","12 May 2025","35650.00","33458.19"
"NIFTY 500","09 May 2025","34326.37","32215.94"
"NIFTY 500","08 May 2025","34590.60","32464.25"
"NIFTY 500","07 May 2025","34953.84","32805.44"
"NIFTY 500","06 May 2025","34770.10","32633.05"
"NIFTY 500","05 May 2025","35147.86","32987.59"
"NIFTY 500","02 May 2025","34848.28","32706.44"
"NIFTY 500","30 Apr 2025","34886.08","32741.98"
"NIFTY 500","29 Apr 2025","35016.37","32864.29"
"NIFTY 500","28 Apr 2025","34999.51","32848.5"
"NIFTY 500","25 Apr 2025","34594.15","32468.86"
"NIFTY 500","24 Apr 2025","35120.10","32962.62"
"NIFTY 500","23 Apr 2025","35210.27","33047.26"
"NIFTY 500","22 Apr 2025","34968.69","32820.56"
"NIFTY 500","21 Apr 2025","34842.91","32702.51"
"NIFTY 500","17 Apr 2025","34329.58","32220.72"
"NIFTY 500","16 Apr 2025","33890.74","31808.83"
"NIFTY 500","15 Apr 2025","33692.80","31623.06"
"NIFTY 500","11 Apr 2025","32859.13","30840.61"
"NIFTY 500","09 Apr 2025","32231.86","30251.9"
"NIFTY 500","08 Apr 2025","32428.26","30436.23"
"NIFTY 500","07 Apr 2025","31834.33","29878.78"
"NIFTY 500","04 Apr 2025","32942.09","30918.49"
"NIFTY 500","03 Apr 2025","33635.56","31569.39"
"NIFTY 500","02 Apr 2025","33670.61","31602.34"
"NIFTY 500","01 Apr 2025","33361.96","31312.65"
"NIFTY 500","28 Mar 2025","33787.56","31712.11"
"NIFTY 500","27 Mar 2025","33895.46","31813.48"
"NIFTY 500","26 Mar 2025","33685.64","31616.56"
"NIFTY 500","25 Mar 2025","33941.26","31856.77"
"NIFTY 500","24 Mar 2025","34100.12","32005.87"
"NIFTY 500","21 Mar 2025","33681.84","31613.28"
"NIFTY 500","20 Mar 2025","33358.70","31310.42"
"NIFTY 500","19 Mar 2025","33033.14","31004.88"
"NIFTY 500","18 Mar 2025","32703.97","30696.14"
"NIFTY 500","17 Mar 2025","32119.96","30148.18"
"NIFTY 500","13 Mar 2025","31942.25","29981.37"
