"IndexName","Date","Total Returns Index","Net Total Return Index"
"NIFTY 500","20 Sep 2022","23971.12","22870.95"
"NIFTY 500","19 Sep 2022","23696.71","22609.22"
"NIFTY 500","16 Sep 2022","23618.75","22535.1"
"NIFTY 500","15 Sep 2022","24139.94","23032.39"
"NIFTY 500","14 Sep 2022","24215.82","23114.45"
"NIFTY 500","13 Sep 2022","24276.42","23172.3"
"NIFTY 500","12 Sep 2022","24133.13","23053.95"
"NIFTY 500","09 Sep 2022","23962.62","22891.09"
"NIFTY 500","08 Sep 2022","23921.00","22851.39"
"NIFTY 500","07 Sep 2022","23732.85","22672.17"
"NIFTY 500","06 Sep 2022","23722.71","22662.56"
"NIFTY 500","05 Sep 2022","23693.79","22637.83"
"NIFTY 500","02 Sep 2022","23550.07","22500.53"
"NIFTY 500","01 Sep 2022","23564.70","22514.55"
"NIFTY 500","30 Aug 2022","23740.37","22682.56"
"NIFTY 500","29 Aug 2022","23194.58","22161.09"
"NIFTY 500","26 Aug 2022","23465.33","22419.78"
"NIFTY 500","25 Aug 2022","23392.71","22350.39"
"NIFTY 500","24 Aug 2022","23453.99","22409.01"
"NIFTY 500","23 Aug 2022","23376.55","22335.06"
"NIFTY 500","22 Aug 2022","23238.86","22203.55"
"NIFTY 500","19 Aug 2022","23602.41","22551.4"
"NIFTY 500","18 Aug 2022","23858.77","22797.2"
"NIFTY 500","17 Aug 2022","23809.95","22752.66"
"NIFTY 500","16 Aug 2022","23657.00","22607.7"
"NIFTY 500","12 Aug 2022","23440.39","22400.7"
"NIFTY 500","11 Aug 2022","23369.29","22332.94"
"NIFTY 500","10 Aug 2022","23191.70","22165.11"
"NIFTY 500","08 Aug 2022","23199.97","22173.8"
"NIFTY 500","05 Aug 2022","23048.31","22030.71"
"NIFTY 500","04 Aug 2022","23035.97","22019.01"
"NIFTY 500","03 Aug 2022","23012.66","21996.96"
"NIFTY 500","02 Aug 2022","23008.71","21993.57"
"NIFTY 500","01 Aug 2022","22960.55","21948.03"
"NIFTY 500","29 Jul 2022","22678.29","21678.68"
"NIFTY 500","28 Jul 2022","22374.32","21388.1"
"NIFTY 500","27 Jul 2022","22053.68","21081.89"
"NIFTY 500","26 Jul 2022","21864.15","20901.23"
"NIFTY 500","25 Jul 2022","22077.13","21105.95"
"NIFTY 500","22 Jul 2022","22165.12","21190.12"
"NIFTY 500","21 Jul 2022","22064.83","21094.27"
"NIFTY 500","20 Jul 2022","21888.95","20928.38"
"NIFTY 500","19 Jul 2022","21714.15","20761.62"
"NIFTY 500","18 Jul 2022","21606.99","20659.89"
"NIFTY 500","15 Jul 2022","21306.94","20373.01"
"NIFTY 500","14 Jul 2022","21171.19","20243.31"
"NIFTY 500","13 Jul 2022","21200.87","20273.49"
"NIFTY 500","12 Jul 2022","21281.05","20350.2"
"NIFTY 500","11 Jul 2022","21446.79","20508.89"
"NIFTY 500","08 Jul 2022","21355.42","20422.37"
"NIFTY 500","07 Jul 2022","21257.79","20331.65"
"NIFTY 500","06 Jul 2022","21048.95","20134"
"NIFTY 500","05 Jul 2022","20787.26","19883.7"
"NIFTY 500","04 Jul 2022","20802.77","19898.79"
"NIFTY 500","01 Jul 2022","20678.08","19780.43"
"NIFTY 500","30 Jun 2022","20667.27","19770.12"
"NIFTY 500","29 Jun 2022","20708.33","19814.43"
"NIFTY 500","28 Jun 2022","20779.92","19882.94"
"NIFTY 500","27 Jun 2022","20749.40","19853.76"
"NIFTY 500","24 Jun 2022","20561.02","19673.51"
"NIFTY 500","23 Jun 2022","20339.15","19461.39"
"NIFTY 500","22 Jun 2022","20136.40","19267.52"
"NIFTY 500","21 Jun 2022","20435.50","19554.48"
"NIFTY 500","20 Jun 2022","19985.84","19124.29"
"NIFTY 500","17 Jun 2022","20052.33","19188.23"
"NIFTY 500","16 Jun 2022","20197.00","19326.91"
"NIFTY 500","15 Jun 2022","20646.77","19757.37"
"NIFTY 500","14 Jun 2022","20644.23","19758.15"
"NIFTY 500","13 Jun 2022","20687.80","19799.97"
"NIFTY 500","10 Jun 2022","21250.32","20338.37"
"NIFTY 500","09 Jun 2022","21551.00","20626.26"
"NIFTY 500","08 Jun 2022","21408.54","20495.29"
"NIFTY 500","07 Jun 2022","21483.60","20567.15"
"NIFTY 500","06 Jun 2022","21666.17","20741.96"
"NIFTY 500","03 Jun 2022","21702.58","20778.79"
"NIFTY 500","02 Jun 2022","21841.16","20911.53"
"NIFTY 500","01 Jun 2022","21709.49","20785.59"
"NIFTY 500","31 May 2022","21765.82","20839.57"
"NIFTY 500","30 May 2022","21797.25","20874.9"
"NIFTY 500","27 May 2022","21363.35","20459.39"
"NIFTY 500","26 May 2022","21131.35","20237.24"
"NIFTY 500","25 May 2022","20912.97","20030.56"
"NIFTY 500","24 May 2022","21148.40","20258.37"
"NIFTY 500","23 May 2022","21284.62","20388.86"
"NIFTY 500","20 May 2022","21375.43","20475.93"
"NIFTY 500","19 May 2022","20845.90","19968.69"
"NIFTY 500","18 May 2022","21410.98","20509.99"
"NIFTY 500","17 May 2022","21423.03","20521.53"
"NIFTY 500","16 May 2022","20877.04","19998.54"
"NIFTY 500","13 May 2022","20723.68","19851.64"
"NIFTY 500","12 May 2022","20714.03","19843.01"
"NIFTY 500","11 May 2022","21171.75","20284.66"
"NIFTY 500","10 May 2022","21301.05","20408.56"
"NIFTY 500","09 May 2022","21509.71","20608.49"
"NIFTY 500","06 May 2022","21746.45","20835.32"
"NIFTY 500","05 May 2022","22130.39","21204.81"
"NIFTY 500","04 May 2022","22126.53","21201.24"
"NIFTY 500","02 May 2022","22653.68","21706.34"
"NIFTY 500","29 Apr 2022","22726.01","21775.65"
"NIFTY 500","28 Apr 2022","22926.74","21967.99"
"NIFTY 500","27 Apr 2022","22680.26","21732.67"
"NIFTY 500","26 Apr 2022","22899.02","21942.3"
"NIFTY 500","25 Apr 2022","22552.63","21610.39"
"NIFTY 500","22 Apr 2022","22893.20","21936.83"
"NIFTY 500","21 Apr 2022","23137.67","22171.09"
"NIFTY 500","20 Apr 2022","22824.10","21870.76"
"NIFTY 500","19 Apr 2022","22634.01","21688.61"
"NIFTY 500","18 Apr 2022","22940.09","21981.99"
"NIFTY 500","13 Apr 2022","23266.65","22294.92"
"NIFTY 500","12 Apr 2022","23306.86","22333.45"
"NIFTY 500","11 Apr 2022","23553.95","22570.43"
"NIFTY 500","08 Apr 2022","23579.95","22595.35"
"NIFTY 500","07 Apr 2022","23362.93","22387.41"
"NIFTY 500","06 Apr 2022","23557.60","22573.95"
"NIFTY 500","05 Apr 2022","23653.78","22666.12"
"NIFTY 500","04 Apr 2022","23642.61","22655.75"
"NIFTY 500","01 Apr 2022","23185.39","22217.84"
"NIFTY 500","31 Mar 2022","22889.14","21933.94"
"NIFTY 500","30 Mar 2022","22892.81","21937.47"
"NIFTY 500","29 Mar 2022","22684.14","21737.76"
"NIFTY 500","28 Mar 2022","22551.67","21610.89"
"NIFTY 500","25 Mar 2022","22513.87","21574.83"
"NIFTY 500","24 Mar 2022","22586.94","21644.88"
"NIFTY 500","23 Mar 2022","22579.87","21638.25"
"NIFTY 500","22 Mar 2022","22624.23","21680.76"
"NIFTY 500","21 Mar 2022","22437.28","21501.6"
"NIFTY 500","17 Mar 2022","22618.83","21678.94"
"NIFTY 500","16 Mar 2022","22250.14","21325.59"
"NIFTY 500","15 Mar 2022","21841.28","20933.77"
"NIFTY 500","14 Mar 2022","22085.19","21167.54"
